table_name,table_description,curated_dbt_type,column_name,column_description,source_data_type,column_type,column_tests
C_UDKEY_13,Alliant source table called C_UDKEY_13,scd2,ip_rights_bearing_flag,Column in C_UDKEY_13 called IP_RIGHTS_BEARING_FLAG,VARCHAR(1),,
C_UDKEY_13,Alliant source table called C_UDKEY_13,scd2,modified_by_user_sid,Column in C_UDKEY_13 called MODIFIED_BY_USER_SID,"NUMBER(38,0)",,
C_UDKEY_13,Alliant source table called C_UDKEY_13,scd2,modified_datetime,Column in C_UDKEY_13 called MODIFIED_DATETIME,TIMESTAMP_NTZ,updated_date,
C_UDKEY_13,Alliant source table called C_UDKEY_13,scd2,system_modified_datetime,Column in C_UDKEY_13 called SYSTEM_MODIFIED_DATETIME,TIMESTAMP_NTZ,updated_date,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_13_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_13_SID,"NUMBER(38,0)",unique_key,unique
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udf_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDF_SID,"NUMBER(38,0)",unique_key,unique
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,seq_nbr,Column in C_UDKEY_13_UDF_LOOKUP called SEQ_NBR,"NUMBER(38,0)",unique_key,unique
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,sql_resolved_flag,Column in C_UDKEY_13_UDF_LOOKUP called SQL_RESOLVED_FLAG,VARCHAR(1),,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,sql_tokens,Column in C_UDKEY_13_UDF_LOOKUP called SQL_TOKENS,VARCHAR(16777216),,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,sort_order_nbr,Column in C_UDKEY_13_UDF_LOOKUP called SORT_ORDER_NBR,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,start_period_sid,Column in C_UDKEY_13_UDF_LOOKUP called START_PERIOD_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,end_period_sid,Column in C_UDKEY_13_UDF_LOOKUP called END_PERIOD_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,start_actual_period_sid,Column in C_UDKEY_13_UDF_LOOKUP called START_ACTUAL_PERIOD_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,end_actual_period_sid,Column in C_UDKEY_13_UDF_LOOKUP called END_ACTUAL_PERIOD_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,start_other_period_sid,Column in C_UDKEY_13_UDF_LOOKUP called START_OTHER_PERIOD_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,end_other_period_sid,Column in C_UDKEY_13_UDF_LOOKUP called END_OTHER_PERIOD_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,start_user_date,Column in C_UDKEY_13_UDF_LOOKUP called START_USER_DATE,TIMESTAMP_NTZ,,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,end_user_date,Column in C_UDKEY_13_UDF_LOOKUP called END_USER_DATE,TIMESTAMP_NTZ,,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,price_point_range,Column in C_UDKEY_13_UDF_LOOKUP called PRICE_POINT_RANGE,VARCHAR(60),,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,alt_price_point_range,Column in C_UDKEY_13_UDF_LOOKUP called ALT_PRICE_POINT_RANGE,VARCHAR(60),,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_1_range,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_1_RANGE,VARCHAR(60),,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_1_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_1_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_1_hierarchy_type_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_1_HIERARCHY_TYPE_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_1_group_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_1_GROUP_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_2_range,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_2_RANGE,VARCHAR(60),,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_2_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_2_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_2_hierarchy_type_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_2_HIERARCHY_TYPE_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_2_group_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_2_GROUP_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_3_range,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_3_RANGE,VARCHAR(60),,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_3_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_3_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_3_hierarchy_type_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_3_HIERARCHY_TYPE_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_3_group_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_3_GROUP_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_4_range,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_4_RANGE,VARCHAR(60),,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_4_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_4_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_4_hierarchy_type_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_4_HIERARCHY_TYPE_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_4_group_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_4_GROUP_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_5_range,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_5_RANGE,VARCHAR(60),,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_5_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_5_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_5_hierarchy_type_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_5_HIERARCHY_TYPE_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_5_group_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_5_GROUP_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_6_range,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_6_RANGE,VARCHAR(60),,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_6_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_6_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_6_hierarchy_type_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_6_HIERARCHY_TYPE_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_6_group_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_6_GROUP_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_7_range,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_7_RANGE,VARCHAR(60),,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_7_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_7_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_7_hierarchy_type_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_7_HIERARCHY_TYPE_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_7_group_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_7_GROUP_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_8_range,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_8_RANGE,VARCHAR(60),,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_8_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_8_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_8_hierarchy_type_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_8_HIERARCHY_TYPE_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_8_group_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_8_GROUP_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_9_range,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_9_RANGE,VARCHAR(60),,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_9_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_9_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_9_hierarchy_type_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_9_HIERARCHY_TYPE_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_9_group_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_9_GROUP_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_10_range,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_10_RANGE,VARCHAR(60),,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_10_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_10_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_10_hierarchy_type_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_10_HIERARCHY_TYPE_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_10_group_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_10_GROUP_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_11_range,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_11_RANGE,VARCHAR(60),,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_11_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_11_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_11_hierarchy_type_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_11_HIERARCHY_TYPE_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_11_group_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_11_GROUP_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_12_range,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_12_RANGE,VARCHAR(60),,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_12_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_12_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_12_hierarchy_type_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_12_HIERARCHY_TYPE_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_12_group_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_12_GROUP_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_14_range,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_14_RANGE,VARCHAR(60),,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_14_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_14_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_14_hierarchy_type_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_14_HIERARCHY_TYPE_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_14_group_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_14_GROUP_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_15_range,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_15_RANGE,VARCHAR(60),,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_15_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_15_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_15_hierarchy_type_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_15_HIERARCHY_TYPE_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_15_group_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_15_GROUP_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_16_range,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_16_RANGE,VARCHAR(60),,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_16_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_16_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_16_hierarchy_type_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_16_HIERARCHY_TYPE_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_16_group_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_16_GROUP_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_17_range,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_17_RANGE,VARCHAR(60),,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_17_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_17_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_17_hierarchy_type_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_17_HIERARCHY_TYPE_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_17_group_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_17_GROUP_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_18_range,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_18_RANGE,VARCHAR(60),,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_18_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_18_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_18_hierarchy_type_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_18_HIERARCHY_TYPE_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_18_group_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_18_GROUP_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_19_range,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_19_RANGE,VARCHAR(60),,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_19_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_19_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_19_hierarchy_type_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_19_HIERARCHY_TYPE_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_19_group_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_19_GROUP_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_20_range,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_20_RANGE,VARCHAR(60),,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_20_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_20_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_20_hierarchy_type_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_20_HIERARCHY_TYPE_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,udkey_20_group_sid,Column in C_UDKEY_13_UDF_LOOKUP called UDKEY_20_GROUP_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,user_contact_sid,Column in C_UDKEY_13_UDF_LOOKUP called USER_CONTACT_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,user_contact_2_sid,Column in C_UDKEY_13_UDF_LOOKUP called USER_CONTACT_2_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,user_contact_3_sid,Column in C_UDKEY_13_UDF_LOOKUP called USER_CONTACT_3_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,user_contact_4_sid,Column in C_UDKEY_13_UDF_LOOKUP called USER_CONTACT_4_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,user_comment,Column in C_UDKEY_13_UDF_LOOKUP called USER_COMMENT,VARCHAR(255),,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,alt_user_comment,Column in C_UDKEY_13_UDF_LOOKUP called ALT_USER_COMMENT,VARCHAR(255),,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,user_rate_range,Column in C_UDKEY_13_UDF_LOOKUP called USER_RATE_RANGE,VARCHAR(60),,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,user_2_rate_range,Column in C_UDKEY_13_UDF_LOOKUP called USER_2_RATE_RANGE,VARCHAR(60),,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,user_3_rate_range,Column in C_UDKEY_13_UDF_LOOKUP called USER_3_RATE_RANGE,VARCHAR(60),,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,amount_range,Column in C_UDKEY_13_UDF_LOOKUP called AMOUNT_RANGE,VARCHAR(60),,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,alt_amount_range,Column in C_UDKEY_13_UDF_LOOKUP called ALT_AMOUNT_RANGE,VARCHAR(60),,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,qty_range,Column in C_UDKEY_13_UDF_LOOKUP called QTY_RANGE,VARCHAR(60),,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,alt_qty_range,Column in C_UDKEY_13_UDF_LOOKUP called ALT_QTY_RANGE,VARCHAR(60),,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,value,Column in C_UDKEY_13_UDF_LOOKUP called VALUE,VARCHAR(255),,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,modified_by_user_sid,Column in C_UDKEY_13_UDF_LOOKUP called MODIFIED_BY_USER_SID,"NUMBER(38,0)",,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,modified_datetime,Column in C_UDKEY_13_UDF_LOOKUP called MODIFIED_DATETIME,TIMESTAMP_NTZ,updated_date,
C_UDKEY_13_UDF_LOOKUP,Alliant source table called C_UDKEY_13_UDF_LOOKUP,scd2,system_modified_datetime,Column in C_UDKEY_13_UDF_LOOKUP called SYSTEM_MODIFIED_DATETIME,TIMESTAMP_NTZ,updated_date,
C_UDKEY_16,Alliant source table called C_UDKEY_16,scd2,udkey_16_sid,Column in C_UDKEY_16 called UDKEY_16_SID,"NUMBER(38,0)",unique_key,unique
C_UDKEY_16,Alliant source table called C_UDKEY_16,scd2,unique_identity,Column in C_UDKEY_16 called UNIQUE_IDENTITY,VARCHAR(50),,
C_UDKEY_16,Alliant source table called C_UDKEY_16,scd2,udkey_16_id,Column in C_UDKEY_16 called UDKEY_16_ID,VARCHAR(60),,
C_UDKEY_16,Alliant source table called C_UDKEY_16,scd2,descr,Column in C_UDKEY_16 called DESCR,VARCHAR(255),,
C_UDKEY_16,Alliant source table called C_UDKEY_16,scd2,admin_class_sid,Column in C_UDKEY_16 called ADMIN_CLASS_SID,"NUMBER(38,0)",,
C_UDKEY_16,Alliant source table called C_UDKEY_16,scd2,status_sid,Column in C_UDKEY_16 called STATUS_SID,"NUMBER(38,0)",,
C_UDKEY_16,Alliant source table called C_UDKEY_16,scd2,revision_nbr,Column in C_UDKEY_16 called REVISION_NBR,"NUMBER(38,0)",,
C_UDKEY_16,Alliant source table called C_UDKEY_16,scd2,revision_eff_date,Column in C_UDKEY_16 called REVISION_EFF_DATE,TIMESTAMP_NTZ,,
C_UDKEY_16,Alliant source table called C_UDKEY_16,scd2,revision_exp_date,Column in C_UDKEY_16 called REVISION_EXP_DATE,TIMESTAMP_NTZ,,
C_UDKEY_16,Alliant source table called C_UDKEY_16,scd2,active_revision_flag,Column in C_UDKEY_16 called ACTIVE_REVISION_FLAG,VARCHAR(1),,
C_UDKEY_16,Alliant source table called C_UDKEY_16,scd2,original_udkey_16_sid,Column in C_UDKEY_16 called ORIGINAL_UDKEY_16_SID,"NUMBER(38,0)",,
C_UDKEY_16,Alliant source table called C_UDKEY_16,scd2,approval_sid,Column in C_UDKEY_16 called APPROVAL_SID,"NUMBER(38,0)",,
